location,sqft,bath,price,bhk
kasavanhalli,1121.0,2.0,75.0,2
garudachar palya,1295.0,2.0,59.5,3
haralur road,1027.0,2.0,43.0,2
abbigere,2500.0,6.0,81.0,6
choodasandra,1215.0,2.0,59.0,2
horamavu agara,1150.0,2.0,42.0,2
brookefield,1594.0,3.0,140.0,3
panathur,1050.0,2.0,60.0,2
rachenahalli,1050.0,2.0,52.08,2
7th phase jp nagar,1187.0,2.0,59.0,2
rachenahalli,412.5,1.0,19.8,1
dodda nekkundi,1135.0,2.0,58.0,2
sahakara nagar,1100.0,2.0,55.0,2
other,600.0,1.0,45.0,1
electronics city phase 1,1015.0,2.0,56.0,2
malleshpalya,1052.0,2.0,50.0,2
kengeri satellite town,750.0,2.0,33.0,2
hebbal,2790.0,5.0,204.0,4
sarjapura - attibele road,1676.0,3.0,52.0,3
lb shastri nagar,1184.0,2.0,62.0,2
chandapura,800.0,2.0,25.0,2
7th phase jp nagar,1050.0,2.0,71.0,2
electronic city,1355.0,2.0,67.0,2
bisuvanahalli,1075.0,2.0,45.0,3
hebbal,2790.0,5.0,198.0,4
bellandur,1051.0,2.0,60.0,2
other,1380.0,2.0,75.0,2
hebbal kempapura,1600.0,3.0,170.0,3
tc palaya,1350.0,1.0,55.0,1
channasandra,1104.0,2.0,35.5,2
babusapalaya,1611.0,2.0,66.0,3
marathahalli,3400.0,4.0,235.0,4
talaghattapura,2099.0,3.0,147.0,3
vittasandra,1238.0,2.0,67.32,2
other,1188.0,2.0,73.0,2
hosa road,1016.0,2.0,45.0,2
electronic city phase ii,1090.0,2.0,31.48,2
pattandur agrahara,1302.0,2.0,66.0,2
6th phase jp nagar,1460.0,2.0,80.0,2
pai layout,1000.0,2.0,34.0,2
tumkur road,1459.0,2.0,95.0,3
sarjapura - attibele road,1329.0,2.0,45.95,3
doddakallasandra,1010.0,2.0,40.4,2
other,2872.0,4.0,183.0,4
varthur,1125.0,2.0,40.0,2
other,2150.0,3.0,240.0,3
balagere,1210.0,2.0,72.0,2
hosakerehalli,1817.0,4.0,153.0,3
kaval byrasandra,997.0,2.0,53.0,2
old airport road,3504.0,4.0,262.0,4
doddathoguru,550.0,1.0,17.0,1
harlur,1174.0,2.0,69.0,2
domlur,1800.0,3.0,150.0,3
bannerghatta road,1150.0,2.0,55.0,2
whitefield,1457.0,2.0,105.0,3
raja rajeshwari nagar,1140.0,2.0,48.7,2
chandapura,645.0,1.0,16.45,1
ananth nagar,930.0,2.0,25.99,2
anandapura,1151.0,2.0,42.9,2
kudlu gate,1535.0,3.0,85.0,3
kr puram,1550.0,2.0,71.0,2
kammanahalli,2900.0,4.0,200.0,4
mahadevpura,1150.0,2.0,52.0,2
sanjay nagar,1900.0,2.0,180.0,3
battarahalli,1636.0,2.0,82.89,2
sarjapur  road,1150.0,2.0,77.0,2
other,1296.0,2.0,70.0,2
electronic city,700.0,1.0,35.0,1
whitefield,1340.0,2.0,101.0,2
other,1200.0,3.0,95.0,3
sarjapur  road,1691.0,3.0,100.0,3
sarjapur  road,2425.0,5.0,175.0,4
electronic city,1128.0,2.0,65.7,2
vasanthapura,1022.0,2.0,40.0,2
brookefield,1150.0,2.0,69.0,2
whitefield,750.0,1.0,51.0,1
nagavarapalya,1300.0,3.0,80.0,3
anekal,888.0,2.0,34.0,2
ramamurthy nagar,1200.0,2.0,80.0,2
rajaji nagar,1718.0,3.0,275.0,2
kanakpura road,1290.0,2.0,74.0,2
magadi road,1116.0,2.0,51.89,2
electronic city,1500.0,2.0,78.0,3
sarjapur  road,1026.0,2.0,60.8,2
yelahanka,1491.0,3.0,85.0,3
jp nagar,750.0,1.0,52.5,1
hosakerehalli,2480.0,3.0,245.0,3
green glen layout,1752.0,3.0,105.0,3
electronic city,1060.0,2.0,55.0,2
7th phase jp nagar,1850.0,3.0,140.0,3
sarjapur  road,1346.0,2.0,71.32,2
judicial layout,900.0,2.0,40.0,2
nehru nagar,2342.0,3.0,115.0,4
margondanahalli,1140.0,2.0,60.0,2
other,813.0,1.0,39.0,1
banashankari stage iii,1305.0,2.0,58.7,3
chandapura,645.0,1.0,16.45,1
other,3600.0,4.0,365.0,4
hennur,1255.0,2.0,55.5,2
electronic city phase ii,1000.0,2.0,28.88,2
rajaji nagar,2448.0,3.0,400.0,3
other,1200.0,2.0,70.0,3
jalahalli,615.0,1.0,46.0,1
yeshwanthpur,1500.0,3.0,100.0,3
whitefield,1740.0,3.0,95.0,3
other,3000.0,3.0,300.0,4
talaghattapura,2099.0,3.0,134.0,3
7th phase jp nagar,1100.0,3.0,60.0,2
lb shastri nagar,1400.0,2.0,80.0,3
mahalakshmi layout,1200.0,2.0,110.0,3
yeshwanthpur,2500.0,5.0,185.0,6
marathahalli,1525.0,3.0,90.0,3
whitefield,1216.0,2.0,82.0,2
other,880.0,2.0,48.0,2
kogilu,650.0,2.0,28.0,2
other,3520.0,6.0,460.0,5
harlur,1758.0,3.0,133.0,3
old airport road,2732.0,4.0,204.0,4
thigalarapalya,4190.0,4.0,325.0,4
kengeri,750.0,2.0,40.0,2
5th block hbr layout,3600.0,5.0,130.0,5
bannerghatta road,1247.0,2.0,47.39,2
whitefield,1220.0,2.0,89.0,2
giri nagar,2400.0,4.0,400.0,4
babusapalaya,1061.0,2.0,34.0,2
gottigere,1010.0,2.0,35.0,2
nagavara,2319.0,3.0,180.0,3
sarjapur  road,1340.0,2.0,75.0,2
hosakerehalli,1200.0,2.0,100.0,3
hulimavu,1300.0,2.0,36.0,2
other,1100.0,2.0,60.0,2
electronic city,1070.0,2.0,52.0,2
mallasandra,1340.0,2.0,61.0,2
indira nagar,1224.0,2.0,105.0,2
hosakerehalli,3205.0,4.0,300.0,4
other,1893.0,3.0,115.0,3
old airport road,2732.0,4.0,204.0,4
jakkur,1760.0,3.0,139.0,3
balagere,656.0,1.0,43.0,1
rajaji nagar,2300.0,3.0,369.0,3
bommasandra industrial area,1020.0,2.0,29.45,2
raja rajeshwari nagar,1419.0,2.0,48.1,2
ambedkar nagar,1425.0,2.0,94.0,2
other,1594.0,3.0,99.0,3
raja rajeshwari nagar,1608.0,2.0,85.0,2
dasanapura,965.0,2.0,42.5,2
uttarahalli,1330.0,2.0,56.0,3
other,1100.0,2.0,64.08,2
bannerghatta road,1275.0,2.0,65.0,2
kodichikkanahalli,1125.0,2.0,52.0,2
kundalahalli,1047.0,2.0,91.0,2
hennur road,1232.0,2.0,74.0,2
other,1020.0,2.0,62.0,2
begur road,1500.0,2.0,55.0,3
chamrajpet,1350.0,2.0,180.0,2
babusapalaya,1141.0,2.0,45.9,2
brookefield,1746.0,3.0,115.0,3
iblur village,1920.0,3.0,130.0,3
singasandra,1300.0,2.0,65.0,2
whitefield,605.0,1.0,40.0,1
green glen layout,1750.0,3.0,120.0,3
kanakpura road,1339.0,2.0,85.0,2
btm layout,1150.0,2.0,63.0,2
other,900.0,2.0,55.0,2
other,1275.0,2.0,76.0,2
yeshwanthpur,671.0,1.0,36.85,1
whitefield,3480.0,4.0,284.0,3
sahakara nagar,1100.0,2.0,75.0,3
rachenahalli,1050.0,2.0,53.5,2
hebbal,1420.0,2.0,99.26,2
kudlu,2100.0,3.0,114.0,4
hennur road,1480.0,2.0,65.0,2
hsr layout,1372.0,2.0,61.0,2
ananth nagar,1010.0,2.0,38.0,2
other,1200.0,4.0,165.0,4
chandapura,800.0,1.0,30.0,2
rajaji nagar,1800.0,3.0,260.0,3
other,1600.0,3.0,90.0,3
haralur road,1875.0,3.0,110.0,3
raja rajeshwari nagar,1196.0,2.0,40.54,2
yelahanka,827.5,1.0,42.535,1
kannamangala,957.0,2.0,56.0,2
kengeri,1192.0,2.0,53.5,2
yelahanka new town,1610.0,3.0,92.0,3
koramangala,1975.0,3.0,210.0,3
7th phase jp nagar,1050.0,2.0,75.0,2
subramanyapura,1260.0,2.0,75.0,3
other,800.0,1.0,52.0,1
other,1200.0,3.0,130.0,3
yeshwanthpur,1277.5,2.0,95.815,2
other,1200.0,1.0,48.0,1
hegde nagar,1847.0,3.0,135.0,3
hebbal,1760.0,2.0,130.0,3
other,2700.0,2.0,260.0,3
kengeri,416.0,1.0,19.5,1
other,1013.0,2.0,60.0,2
gunjur,2000.0,3.0,95.0,4
lakshminarayana pura,1200.0,2.0,80.0,2
electronic city,919.0,2.0,40.0,2
electronic city phase ii,900.0,2.0,32.5,2
pattandur agrahara,1550.0,2.0,80.0,3
kaggadasapura,1000.0,2.0,43.0,2
hennur road,1904.0,3.0,129.0,3
1st block jayanagar,1630.0,3.0,194.0,3
kr puram,1075.0,2.0,32.25,2
electronics city phase 1,1113.27,2.0,53.0,2
other,2300.0,4.0,200.0,4
kammanahalli,2845.0,5.0,140.0,5
ananth nagar,870.0,2.0,36.0,2
other,2050.0,3.0,135.0,3
ramamurthy nagar,1185.0,2.0,45.5,2
hebbal,1040.0,2.0,55.0,2
electronic city,1250.0,2.0,62.0,2
sarjapur  road,1418.0,2.0,78.0,2
kalena agrahara,1450.0,2.0,85.0,3
old madras road,935.0,2.0,45.0,2
hormavu,1020.0,2.0,45.75,2
kasavanhalli,1200.0,2.0,78.0,2
whitefield,1195.0,2.0,70.0,2
hegde nagar,1801.0,3.0,115.0,3
sector 7 hsr layout,3900.0,3.0,300.0,3
other,1732.5,3.0,91.855,3
bhoganhalli,1707.0,3.0,115.0,3
kodichikkanahalli,1400.0,3.0,66.0,3
other,812.0,1.0,26.0,1
other,1200.0,4.0,140.0,4
other,1145.0,2.0,63.0,2
hebbal,1333.0,2.0,100.0,2
jp nagar,1300.0,2.0,91.65,2
thigalarapalya,3122.0,5.0,225.0,4
kudlu gate,1535.0,3.0,83.0,3
hebbal,1645.0,3.0,117.0,3
kathriguppe,1350.0,2.0,87.01,3
bannerghatta road,1450.0,2.0,87.0,3
gottigere,1100.0,2.0,40.0,2
harlur,1200.0,2.0,52.0,2
other,745.0,2.0,50.0,2
haralur road,1027.0,2.0,44.0,2
ambedkar nagar,1950.0,4.0,120.0,3
7th phase jp nagar,1040.0,2.0,75.0,2
harlur,1174.0,2.0,75.0,2
other,880.0,1.0,90.0,2
other,2200.0,2.0,190.0,3
electronic city,1652.0,3.0,70.0,3
other,1180.0,2.0,65.0,2
raja rajeshwari nagar,1160.0,2.0,70.0,2
hennur road,2089.0,3.0,140.0,3
aecs layout,1028.0,2.0,42.0,2
whitefield,2025.0,4.0,115.0,3
7th phase jp nagar,1080.0,2.0,72.0,2
banashankari,1900.0,2.0,170.0,3
banashankari,1450.0,2.0,50.75,2
bannerghatta road,1654.0,3.0,100.0,3
kenchenahalli,1150.0,2.0,60.0,2
pattandur agrahara,1247.0,2.0,59.8,2
other,1092.0,2.0,98.5,3
green glen layout,1715.0,3.0,115.0,3
kr puram,2000.0,2.0,75.0,2
electronic city phase ii,1300.0,2.0,28.0,2
whitefield,530.0,1.0,29.44,1
marsur,1200.0,3.0,120.0,3
old airport road,2774.0,4.0,208.0,4
other,2048.0,3.0,206.0,3
brookefield,1270.0,2.0,95.0,2
whitefield,3200.0,4.0,224.0,4
yelahanka,1175.0,2.0,67.77,2
bellandur,1785.0,3.0,120.0,3
bisuvanahalli,1080.0,2.0,45.0,3
sarjapur  road,1550.0,2.0,89.0,3
electronic city,1108.0,2.0,63.0,2
lingadheeranahalli,2245.0,4.0,154.0,4
electronic city,1070.0,2.0,55.0,2
badavala nagar,1494.0,2.0,94.55,3
basavangudi,1560.0,2.0,145.0,2
kodihalli,3197.0,5.0,335.0,4
electronic city,1070.0,2.0,57.0,2
other,1450.0,2.0,89.6,3
electronic city,1571.0,3.0,83.0,3
dasarahalli,1375.0,2.0,60.0,2
hennur road,1445.0,3.0,86.56,3
9th phase jp nagar,890.0,2.0,45.0,2
ramagondanahalli,2787.0,5.0,220.0,4
gottigere,1385.0,3.0,64.0,3
chikkalasandra,1230.0,2.0,48.0,2
ulsoor,1255.0,2.0,120.0,2
harlur,1752.12,3.0,116.0,3
akshaya nagar,1434.0,3.0,84.0,3
ambalipura,1351.0,2.0,77.0,2
frazer town,2400.0,3.0,260.0,3
electronic city,2093.0,4.0,104.0,4
other,1040.0,2.0,78.0,2
uttarahalli,1250.0,2.0,55.0,3
kasavanhalli,1100.0,2.0,68.0,2
garudachar palya,1060.0,2.0,48.66,2
kr puram,1200.0,2.0,75.0,2
hennur road,1482.0,2.0,92.0,3
uttarahalli,1390.0,2.0,61.16,3
hoskote,1225.0,3.0,40.0,3
cv raman nagar,1560.0,2.0,85.0,2
sarjapur,1425.0,3.0,57.0,3
attibele,1700.0,3.0,65.0,3
other,1168.0,3.0,70.0,3
kathriguppe,1250.0,2.0,68.75,2
other,420.0,1.0,23.5,1
other,2274.24,4.0,160.0,3
bisuvanahalli,1075.0,2.0,52.0,3
kodigehaali,2120.0,3.0,177.0,3
thanisandra,1595.0,3.0,110.0,3
9th phase jp nagar,1719.3,2.0,88.0,3
kengeri,900.0,2.0,45.0,2
brookefield,1130.0,2.0,56.0,2
kogilu,700.0,1.0,30.84,1
bisuvanahalli,845.0,2.0,30.0,2
bellandur,1685.0,3.0,100.0,3
electronic city,1128.0,2.0,63.5,2
sarjapur  road,1346.0,2.0,74.03,2
other,1738.0,3.0,110.0,3
hebbal,1150.0,2.0,57.0,2
harlur,1152.0,2.0,69.0,2
haralur road,1300.0,2.0,60.0,2
whitefield,1836.0,3.0,125.0,3
other,1000.0,2.0,97.0,2
electronics city phase 1,1175.0,2.0,57.0,2
domlur,1950.0,3.0,165.0,3
whitefield,1570.0,3.0,88.0,3
sarjapur  road,3418.0,3.0,235.0,4
kundalahalli,2500.0,5.0,245.0,4
koramangala,1320.0,2.0,160.0,2
hennur road,1155.0,2.0,69.18,2
6th phase jp nagar,1515.0,2.0,135.0,3
other,1170.0,2.0,68.0,2
electronic city,1128.0,2.0,64.0,2
kengeri,502.0,1.0,25.0,1
singasandra,1476.0,2.0,73.0,3
banashankari stage iii,1480.0,3.0,75.48,3
kengeri satellite town,985.0,2.0,42.0,2
hebbal kempapura,2900.0,4.0,300.0,3
munnekollal,1560.0,3.0,75.0,3
hebbal kempapura,1725.0,2.0,165.0,3
electronics city phase 1,1555.0,2.0,82.0,3
electronic city phase ii,1031.0,2.0,54.48,2
somasundara palya,1185.0,2.0,70.0,2
other,1719.0,3.0,95.0,3
kengeri satellite town,1635.0,2.0,78.0,3
beml layout,2400.0,2.0,228.0,2
jigani,1221.0,3.0,72.0,3
electronic city phase ii,972.0,2.0,40.0,2
jakkur,1230.0,2.0,76.0,2
kaggadasapura,1140.0,2.0,46.0,2
begur road,1500.0,2.0,70.0,3
mysore road,1237.0,2.0,73.0,2
thanisandra,777.0,1.0,38.535,1
battarahalli,1300.0,2.0,50.0,2
konanakunte,1200.0,4.0,125.0,4
other,1824.0,3.0,125.0,3
sarjapur,900.0,2.0,27.98,2
sarjapur,1200.0,3.0,78.0,3
kumaraswami layout,3200.0,7.0,150.0,7
chandapura,1033.0,2.0,30.47,3
ardendale,3200.0,4.0,205.0,4
other,1500.0,2.0,200.0,3
sarjapur  road,1592.0,3.0,91.0,3
other,1280.0,2.0,69.0,2
kumaraswami layout,1310.0,2.0,70.0,3
bannerghatta road,1250.0,2.0,48.0,2
hormavu,1153.0,2.0,65.0,2
sarjapur,1020.0,2.0,35.0,2
channasandra,808.0,2.0,40.0,2
devarachikkanahalli,1705.0,3.0,75.0,3
9th phase jp nagar,1050.0,2.0,39.0,2
sarjapur  road,1311.0,2.0,78.0,2
kaggalipura,950.0,2.0,60.0,2
brookefield,1225.0,2.0,72.0,2
sarjapur  road,1850.0,3.0,140.0,3
kammasandra,1500.0,3.0,65.0,3
bommasandra,920.0,2.0,37.2,2
other,1200.0,2.0,82.0,2
other,840.0,1.0,99.0,2
marathahalli,1325.0,2.0,71.55,2
gunjur,1235.0,2.0,44.5,2
gunjur,1140.0,2.0,49.11,2
devarachikkanahalli,947.0,2.0,43.0,2
hennur road,1831.0,3.0,110.0,3
other,1903.0,3.0,165.0,3
nri layout,1125.0,2.0,45.56,2
banaswadi,870.0,2.0,38.0,2
indira nagar,2400.0,4.0,405.0,4
kodihalli,3252.0,5.0,335.0,4
other,1533.0,3.0,85.0,3
tumkur road,1240.0,2.0,79.0,3
varthur,1180.0,2.0,55.0,2
kr puram,1115.0,2.0,33.45,2
hsr layout,1300.0,2.0,98.0,2
bellandur,1049.0,2.0,51.0,2
mysore road,940.0,2.0,43.61,2
hebbal,3067.0,4.0,230.0,4
other,1600.0,5.0,140.0,5
ambedkar nagar,1856.0,3.0,120.0,3
kambipura,883.0,2.0,37.0,2
nagavarapalya,1260.0,2.0,85.5,2
hoodi,706.0,1.0,48.24,1
electronics city phase 1,755.0,1.0,42.41,1
whitefield,1270.0,2.0,105.0,2
shampura,1400.0,3.0,70.0,3
tc palaya,1200.0,2.0,65.0,2
dodda nekkundi,1148.0,2.0,56.0,2
7th phase jp nagar,850.0,2.0,42.0,2
raja rajeshwari nagar,1295.0,2.0,43.9,2
other,1550.0,4.0,120.0,4
other,1200.0,4.0,85.0,4
yelahanka,1300.0,2.0,69.23,2
mallasandra,1325.0,2.0,70.0,2
malleshpalya,1210.0,2.0,55.0,2
kr puram,1000.0,2.0,44.5,2
other,1500.0,3.0,149.0,3
kasavanhalli,1200.0,2.0,50.3,2
channasandra,1000.0,2.0,35.0,2
hennur road,1100.0,2.0,78.0,3
other,1489.0,2.0,101.0,2
other,648.0,1.0,40.0,1
haralur road,1650.0,3.0,100.0,3
bellandur,1281.0,2.0,87.0,2
dodda nekkundi,1145.0,2.0,46.5,2
hennur road,1460.0,2.0,80.3,2
bellandur,950.0,1.0,40.0,1
hosa road,1016.0,2.0,40.0,2
other,1907.0,2.0,200.0,3
channasandra,1050.0,2.0,44.41,2
9th phase jp nagar,1522.0,3.0,90.0,3
electronic city,1258.0,2.0,85.5,2
other,1380.0,2.0,80.0,2
kengeri satellite town,1302.5,2.0,44.285,2
vittasandra,1246.0,2.0,65.0,2
hulimavu,1125.0,2.0,50.0,2
kambipura,883.0,2.0,39.0,2
yelahanka new town,960.0,2.0,50.0,2
electronic city phase ii,1025.0,2.0,26.65,2
9th phase jp nagar,1200.0,2.0,80.0,2
banjara layout,753.0,3.0,59.5,2
gollarapalya hosahalli,1129.0,2.0,50.0,2
thigalarapalya,1418.0,2.0,106.0,2
gottigere,2500.0,3.0,120.0,4
other,1430.0,2.0,78.65,3
other,1650.0,3.0,135.0,3
iblur village,3235.0,3.0,235.0,3
channasandra,1330.0,2.0,51.83,3
marathahalli,1075.0,2.0,52.43,2
dodda nekkundi,1260.0,2.0,55.0,2
kothanur,1094.0,2.0,54.0,2
hebbal,1255.0,2.0,90.0,3
doddathoguru,1783.0,3.0,85.0,3
attibele,395.0,1.0,10.25,1
other,1700.0,3.0,111.0,3
other,1800.0,3.0,220.0,3
bannerghatta,1776.0,3.0,124.0,3
kodichikkanahalli,1495.0,2.0,75.0,3
lingadheeranahalli,1521.0,3.0,95.0,3
nagavara,1077.0,2.0,50.0,2
hennur,1041.0,2.0,40.6,2
panathur,1205.0,2.0,62.9,2
other,1550.0,3.0,110.0,3
sarjapur  road,1965.0,3.0,120.0,3
mahadevpura,1505.0,3.0,78.0,3
devarachikkanahalli,1250.0,2.0,40.0,2
other,4800.0,5.0,629.0,4
koramangala,1200.0,2.0,100.0,2
raja rajeshwari nagar,945.0,2.0,45.0,2
chandapura,1208.51,3.0,42.0,3
other,1100.0,2.0,85.0,2
electronic city,1449.0,3.0,100.0,3
hegde nagar,2144.6,4.0,145.0,3
varthur road,1050.0,2.0,42.7,2
marathahalli,1583.0,3.0,109.0,3
kanakapura,1699.0,3.0,97.0,3
thanisandra,1917.0,4.0,113.0,3
electronic city,1342.0,2.0,73.3,2
other,1020.0,2.0,70.0,2
other,1175.0,2.0,83.0,2
other,1200.0,2.0,68.0,2
uttarahalli,1085.0,2.0,43.0,2
jalahalli,1045.0,2.0,76.77,2
epip zone,1280.0,2.0,69.0,2
other,1175.0,2.0,79.0,2
kaggalipura,950.0,2.0,48.0,2
nagarbhavi,1050.0,2.0,80.0,2
other,2100.0,4.0,155.0,4
sarjapur  road,1350.0,2.0,102.0,2
raja rajeshwari nagar,510.0,1.0,22.0,1
other,6729.0,4.0,900.0,3
electronic city phase ii,829.0,2.0,22.8,2
8th phase jp nagar,1504.0,2.0,83.0,3
budigere,1139.0,2.0,56.85,2
ramamurthy nagar,2200.0,4.0,130.0,4
jp nagar,1250.0,2.0,60.0,2
aecs layout,1308.0,2.0,60.0,2
kanakapura,2130.0,4.0,120.0,4
dasanapura,708.0,2.0,37.0,2
bisuvanahalli,845.0,2.0,37.0,2
rajaji nagar,1640.0,3.0,262.0,3
electronic city,1060.0,2.0,55.0,2
other,595.0,1.0,40.0,1
frazer town,2350.0,4.0,285.0,3
chandapura,1015.0,2.0,25.88,2
kathriguppe,1350.0,3.0,78.3,3
electronic city phase ii,775.0,2.0,38.0,2
kanakpura road,700.0,2.0,36.0,2
raja rajeshwari nagar,1196.0,2.0,40.54,2
jigani,918.0,2.0,45.0,2
kanakpura road,1300.0,3.0,69.0,3
kr puram,1035.0,2.0,40.0,2
ambedkar nagar,1920.0,4.0,121.0,3
sarjapur,1200.0,2.0,62.0,2
7th phase jp nagar,1450.0,3.0,100.0,3
chikkalasandra,1100.0,2.0,50.0,2
singasandra,1510.0,3.0,75.0,3
kodichikkanahalli,907.0,2.0,38.5,2
aecs layout,1199.0,2.0,65.0,2
sector 2 hsr layout,1231.0,2.0,66.0,2
7th phase jp nagar,1575.0,2.0,120.0,3
pai layout,1050.0,2.0,40.0,2
sarjapur,1333.0,3.0,50.0,3
haralur road,1300.0,2.0,79.0,2
subramanyapura,1330.0,3.0,72.0,3
kumaraswami layout,850.0,1.0,78.0,1
gottigere,1153.0,2.0,48.5,2
kr puram,1470.0,2.0,86.0,2
sarjapur  road,2275.0,4.0,182.0,3
other,1537.0,3.0,110.0,3
uttarahalli,1345.0,2.0,57.0,3
thanisandra,965.0,2.0,54.0,2
sarjapur  road,1200.0,3.0,95.0,3
nri layout,1789.0,3.0,75.0,3
hosakerehalli,2400.0,5.0,250.0,5
other,1050.0,2.0,65.0,2
abbigere,2200.0,6.0,68.0,6
other,900.0,2.0,70.0,2
marathahalli,1690.0,3.0,116.0,3
devanahalli,1010.0,2.0,58.0,2
marathahalli,1019.0,2.0,49.86,2
yeshwanthpur,1313.0,3.0,96.0,3
sarjapur  road,1195.0,2.0,70.0,2
balagere,790.5,1.0,41.9,1
marathahalli,3800.0,4.0,235.0,4
kasavanhalli,1375.0,2.0,78.0,2
ananth nagar,1100.0,2.0,31.5,2
gottigere,1300.0,3.0,65.0,3
bommasandra,1035.0,2.0,41.73,2
badavala nagar,1494.0,2.0,94.55,3
electronic city,1360.0,2.0,64.99,3
neeladri nagar,1060.0,2.0,35.0,2
7th phase jp nagar,1650.0,3.0,110.0,3
sarjapur  road,1693.0,3.0,125.0,3
sarjapur  road,1323.0,2.0,74.0,2
kammasandra,930.0,2.0,25.0,2
2nd phase judicial layout,1150.0,2.0,40.25,2
other,1200.0,3.0,70.0,3
devanahalli,1010.0,2.0,51.0,2
kambipura,883.0,2.0,37.01,2
devarachikkanahalli,615.0,1.0,24.0,1
hulimavu,1200.0,4.0,75.0,4
hebbal,1299.0,2.0,97.0,2
other,850.0,2.0,75.0,2
hebbal,2790.0,5.0,198.0,4
talaghattapura,1100.0,2.0,50.0,2
rajaji nagar,2386.0,3.0,334.0,3
kammanahalli,700.0,1.0,59.0,1
raja rajeshwari nagar,1128.0,2.0,38.24,2
kumaraswami layout,2000.0,4.0,139.0,4
hennur road,1250.0,2.0,77.88,3
other,2400.0,5.0,235.0,5
other,1075.0,2.0,58.0,2
other,1485.0,2.0,110.0,3
other,1500.0,2.0,98.0,3
sarjapur  road,1819.0,3.0,100.0,3
other,3760.0,2.0,280.0,2
shampura,1700.0,3.0,75.0,3
sarjapur  road,1280.0,2.0,76.0,2
kundalahalli,1397.0,3.0,104.0,3
prithvi layout,1352.0,3.0,93.0,2
hebbal,1138.0,2.0,110.0,2
kundalahalli,1600.0,3.0,170.0,3
sarjapur  road,1800.0,3.0,110.0,3
sarjapur  road,1367.0,2.0,80.0,2
bommasandra industrial area,1000.0,2.0,28.88,2
raja rajeshwari nagar,1090.0,2.0,42.0,2
hebbal kempapura,1800.0,3.0,150.0,3
sarjapur  road,1881.0,3.0,145.0,3
akshaya nagar,1265.0,2.0,67.0,2
other,375.0,1.0,40.0,1
hennur road,2264.0,3.0,159.0,3
harlur,1197.0,2.0,79.9,2
sarjapur  road,1984.0,4.0,148.0,3
chandapura,1200.0,2.0,36.0,2
thubarahalli,1200.0,2.0,79.55,2
chamrajpet,1565.0,3.0,98.91,3
vidyaranyapura,1200.0,2.0,60.5,2
billekahalli,2400.0,3.0,150.0,3
thigalarapalya,1400.0,2.0,105.0,2
kasavanhalli,1375.0,2.0,72.0,2
kodichikkanahalli,1299.0,2.0,58.0,2
ombr layout,1050.0,2.0,48.0,2
other,1300.0,2.0,80.0,3
babusapalaya,1245.0,2.0,58.0,2
hebbal,1662.0,3.0,155.0,3
8th phase jp nagar,1059.0,2.0,34.5,2
doddathoguru,925.0,2.0,30.0,2
uttarahalli,1460.0,3.0,76.0,3
hoskote,1740.0,3.0,60.0,3
nagarbhavi,1145.0,2.0,40.0,2
other,1160.0,2.0,75.0,2
kengeri satellite town,930.0,1.0,30.0,1
rajaji nagar,1763.0,3.0,262.0,2
kr puram,1057.0,2.0,30.0,2
magadi road,884.0,2.0,48.0,2
jakkur,1290.0,2.0,85.0,2
other,1200.0,1.0,48.0,1
thigalarapalya,1830.0,4.0,135.0,3
other,2100.0,6.0,275.0,6
sarjapur,1150.0,2.0,41.0,2
hegde nagar,1847.0,3.0,123.0,3
hegde nagar,1703.0,3.0,113.0,3
hebbal,1075.0,2.0,52.0,2
btm 2nd stage,1147.0,2.0,75.0,2
kr puram,1076.0,2.0,67.0,2
nagarbhavi,1225.0,2.0,58.0,2
kanakapura,929.0,2.0,46.0,2
begur road,1240.0,2.0,39.06,2
hegde nagar,1847.0,3.0,125.0,3
kumaraswami layout,1310.0,2.0,85.0,3
kereguddadahalli,1015.0,2.0,35.0,2
whitefield,516.0,1.0,39.0,1
nagavara,1247.0,2.0,58.56,2
devarachikkanahalli,1170.0,2.0,40.0,2
other,1200.0,4.0,135.0,4
sarjapur  road,1489.0,2.0,82.0,3
koramangala,1320.0,2.0,150.0,2
other,1117.0,2.0,110.0,2
kanakpura road,1420.0,2.0,75.0,3
kanakpura road,525.0,1.0,27.25,1
other,930.0,1.0,55.0,2
other,1308.0,2.0,86.0,2
other,1210.0,2.0,76.0,2
horamavu agara,1145.0,2.0,41.21,2
other,1080.0,2.0,64.0,2
devanahalli,775.0,1.0,39.0,1
other,1280.0,4.0,115.0,4
other,1495.0,3.0,200.0,3
sarjapur  road,3044.0,3.0,183.0,3
vittasandra,1246.0,2.0,67.4,2
babusapalaya,1410.0,2.0,65.0,3
haralur road,1243.0,2.0,46.0,2
other,7000.0,6.0,560.0,6
hennur,1830.5,3.0,84.205,3
lingadheeranahalli,1519.0,3.0,93.0,3
other,1000.0,2.0,55.0,2
choodasandra,1560.0,3.0,78.0,3
binny pete,1740.0,3.0,150.0,3
6th phase jp nagar,1280.0,2.0,88.0,2
kalena agrahara,980.0,2.0,40.0,2
vishveshwarya layout,2000.0,3.0,90.0,4
jigani,943.0,2.0,48.0,2
kothanur,1145.0,2.0,56.0,2
marathahalli,1125.0,2.0,56.8,2
chikka tirupathi,2325.0,4.0,120.0,4
ardendale,1777.26,3.0,89.0,3
sarjapur  road,1000.0,2.0,67.0,2
nehru nagar,1374.0,3.0,72.0,3
whitefield,1224.0,2.0,75.0,2
